dataset,model,repeat,R2,MSE,MAE,RMSE,alpha,n_selected
y3_no_multicollinearity,LARS,7,0.9758007470900715,0.03397987936962989,0.14944331372500186,0.18433632135211414,0.0,2.0
y3_no_multicollinearity,OLS,8,0.9893696625092556,0.019111436014387764,0.10608368554074787,0.1382441174675717,,
y3_no_multicollinearity,Ridge,8,0.9893692318518797,0.019112210258939197,0.10608540953959482,0.13824691771948913,0.001,
y3_no_multicollinearity,Lasso,8,0.9893653796529781,0.019119135820134952,0.10610428300132897,0.13827196324683813,0.0001,2.0
y3_no_multicollinearity,LARS,8,0.9893696625092555,0.019111436014387823,0.1060836855407481,0.13824411746757193,0.0,2.0
y3_no_multicollinearity,OLS,9,0.976886321065732,0.030627986668999962,0.13810712545656242,0.1750085331319589,,
y3_no_multicollinearity,Ridge,9,0.9775610495326814,0.029733902497038806,0.13666413102229927,0.17243521246264873,0.04520353656360243,
y3_no_multicollinearity,Lasso,9,0.9775384845769954,0.02976380336932764,0.13676107472890053,0.17252189243492444,0.0001,2.0
y3_no_multicollinearity,LARS,9,0.977530960626393,0.02977377337277896,0.13678472702449182,0.1725507849091941,0.0,2.0
y3_no_multicollinearity,OLS,10,0.9697845566512641,0.028863261553024683,0.1355715580341779,0.16989191138198628,,
y3_no_multicollinearity,Ridge,10,0.9641198673692633,0.034274448358259636,0.14897169876068983,0.18513359597398749,0.04520353656360243,
y3_no_multicollinearity,Lasso,10,0.9641142819704365,0.03427978380296438,0.14900021965345958,0.18514800512823348,0.0001,2.0
y3_no_multicollinearity,LARS,10,0.9640979639815894,0.034295371539827174,0.1490389993449578,0.18519009568502084,0.0,2.0
y3_no_multicollinearity,OLS,11,0.9676560988430019,0.04143083049255709,0.16009857819184428,0.20354564719629128,,
y3_no_multicollinearity,Ridge,11,0.9676563787922772,0.04143047189230926,0.16009655675056467,0.20354476631028678,0.001,
y3_no_multicollinearity,Lasso,11,0.9676523291135128,0.04143565931709202,0.1600943148094177,0.2035575086237106,0.0001,2.0
y3_no_multicollinearity,LARS,11,0.9676560988430019,0.04143083049255703,0.16009857819184423,0.20354564719629117,0.0,2.0
y3_no_multicollinearity,OLS,12,0.973092838353528,0.03817042552195254,0.17031536725395494,0.1953725301109461,,
y3_no_multicollinearity,Ridge,12,0.9732647445471468,0.03792655986839518,0.169518859831846,0.1947474258325259,0.11721022975334805,
y3_no_multicollinearity,Lasso,12,0.9731240018437374,0.03812621708043535,0.1701693491039721,0.1952593584964248,0.000221221629107045,2.0
y3_no_multicollinearity,LARS,12,0.973092838353528,0.03817042552195252,0.170315367253955,0.19537253011094605,7.894919286223336e-17,2.0
y3_no_multicollinearity,OLS,13,0.967656043086016,0.035680782517743176,0.15527856657001995,0.18889357458035247,,
y3_no_multicollinearity,Ridge,13,0.9676584055438208,0.03567817633250237,0.15527204640571646,0.18888667589986957,0.001,
y3_no_multicollinearity,Lasso,13,0.9676843535687385,0.035649551330424994,0.15520360158155297,0.18881088774333168,0.0001,2.0
y3_no_multicollinearity,LARS,13,0.9676560430860163,0.035680782517742975,0.15527856657001957,0.18889357458035191,0.0,2.0
y3_no_multicollinearity,OLS,14,0.9726506807645083,0.029461015287230535,0.13134300009301436,0.17164211396749499,,
y3_no_multicollinearity,Ridge,14,0.9726905582793688,0.02941805874908769,0.13124838155527366,0.17151693429247064,0.02807216203941177,
y3_no_multicollinearity,Lasso,14,0.9726640555062182,0.029446607854760925,0.13130664412767293,0.17160013943689242,0.0001,2.0
y3_no_multicollinearity,LARS,14,0.9726506807645083,0.029461015287230535,0.13134300009301444,0.17164211396749499,0.0,2.0
y3_no_multicollinearity,OLS,15,0.9791916075679602,0.028992536092221907,0.1325375693710068,0.17027194746117724,,
y3_no_multicollinearity,Ridge,15,0.9792239430928461,0.028947482690072805,0.13243785490710624,0.17013959765461067,0.04520353656360243,
y3_no_multicollinearity,Lasso,15,0.979197042144986,0.02898496404305556,0.13252489137007464,0.1702497108457326,0.0001,2.0
y3_no_multicollinearity,LARS,15,0.9791916075679602,0.028992536092221938,0.1325375693710069,0.17027194746117735,0.0,2.0
y3_no_multicollinearity,OLS,16,0.9710287883258282,0.031060235872024885,0.14348190366420618,0.17623914398346607,,
y3_no_multicollinearity,Ridge,16,0.9710275231678767,0.031061592256591414,0.14348640175772012,0.1762429920779587,0.001,
y3_no_multicollinearity,Lasso,16,0.9710272913045662,0.031061840838845983,0.14348570989449905,0.17624369730247372,0.0001,2.0
y3_no_multicollinearity,LARS,16,0.9710287883258282,0.031060235872024944,0.1434819036642064,0.17623914398346624,0.0,2.0
y3_no_multicollinearity,OLS,17,0.9709419859380175,0.028108470323955786,0.13970534147497884,0.16765580909695849,,
y3_no_multicollinearity,Ridge,17,0.9709781367793104,0.028073500802380757,0.13968504251727512,0.16755148701930628,0.02807216203941177,
y3_no_multicollinearity,Lasso,17,0.9709568083703841,0.028094132251869488,0.139669385626198,0.16761304320329456,0.0001,2.0
y3_no_multicollinearity,LARS,17,0.9709419859380175,0.02810847032395575,0.13970534147497857,0.16765580909695837,0.0,2.0
y3_no_multicollinearity,OLS,18,0.9681850043269306,0.03490795491355466,0.14181173448430828,0.1868367065476018,,
y3_no_multicollinearity,Ridge,18,0.9681998410096446,0.03489167585268126,0.14176988830590612,0.1867931365245556,0.010826367338740546,
y3_no_multicollinearity,Lasso,18,0.9680605819914798,0.035044473218343565,0.14220879106584108,0.18720169128067077,0.005298316906283713,2.0
y3_no_multicollinearity,LARS,18,0.9681850043269304,0.0349079549135548,0.1418117344843085,0.18683670654760215,0.0,2.0
y3_no_multicollinearity,OLS,19,0.978322046063296,0.036802232972157324,0.15470089062776768,0.1918390809302352,,
y3_no_multicollinearity,Ridge,19,0.978322069993004,0.036802192347166106,0.15469728155066578,0.19183897504721534,0.001,
y3_no_multicollinearity,Lasso,19,0.9781017299338259,0.03717625930083932,0.15451530187811893,0.19281146050180556,0.003562247890262444,2.0
y3_no_multicollinearity,LARS,19,0.9783220460632961,0.03680223297215726,0.15470089062776735,0.19183908093023502,0.0,2.0
y3_no_multicollinearity,OLS,20,0.9563835615318182,0.04180421706693197,0.17281323518440925,0.20446079591680155,,
y3_no_multicollinearity,Ridge,20,0.9563849744961953,0.04180286280987655,0.17280955162964218,0.20445748411314404,0.001,
y3_no_multicollinearity,Lasso,20,0.9562062647839326,0.04197414730411265,0.17245587610850202,0.20487593149053074,0.005298316906283713,2.0
y3_no_multicollinearity,LARS,20,0.9563835615318181,0.04180421706693203,0.1728132351844093,0.2044607959168017,0.0,2.0
y3_no_multicollinearity,OLS,21,0.9864873776176816,0.018201152263245982,0.1102968019873537,0.13491164613644732,,
y3_no_multicollinearity,Ridge,21,0.9864847512810218,0.01820468987068352,0.11026615964806215,0.13492475632990233,0.006723357536499335,
y3_no_multicollinearity,Lasso,21,0.9864823562390141,0.01820791593021687,0.11027196059184019,0.13493671083221523,0.0001,2.0
y3_no_multicollinearity,LARS,21,0.9864873776176816,0.018201152263245996,0.11029680198735385,0.13491164613644738,1.5789838572446671e-16,2.0
y3_no_multicollinearity,OLS,22,0.9770572302990936,0.02797289297607215,0.13097402881459289,0.16725098796740231,,
y3_no_multicollinearity,Ridge,22,0.9770568566165141,0.027973348587270755,0.13097319469427549,0.16725235002017388,0.001,
y3_no_multicollinearity,Lasso,22,0.9770556664353719,0.027974799711531134,0.13095928970078852,0.1672566880920794,0.0001,2.0
y3_no_multicollinearity,LARS,22,0.9770572302990936,0.02797289297607214,0.13097402881459283,0.16725098796740226,0.0,2.0
y3_no_multicollinearity,OLS,23,0.971486394420907,0.035869736087265326,0.1526290706772773,0.1893930729653683,,
y3_no_multicollinearity,Ridge,23,0.9714888201135232,0.03586668459825846,0.15260847373069544,0.1893850168261958,0.006723357536499335,
y3_no_multicollinearity,Lasso,23,0.9716279643534341,0.0356916429975102,0.15193044658339996,0.18892232000880732,0.003562247890262444,2.0
y3_no_multicollinearity,LARS,23,0.971486394420907,0.03586973608726542,0.1526290706772776,0.18939307296536856,0.0,2.0
y3_no_multicollinearity,OLS,24,0.9645317474178813,0.04532907658790275,0.17417579355140275,0.2129062624440689,,
y3_no_multicollinearity,Ridge,24,0.9645319354062736,0.04532883633529352,0.1741770265202027,0.2129056982217562,0.001,
y3_no_multicollinearity,Lasso,24,0.9645316820456435,0.045329160134820246,0.17418063477132076,0.2129064586498499,0.0001,2.0
y3_no_multicollinearity,LARS,24,0.9645317474178814,0.04532907658790273,0.17417579355140275,0.21290626244406888,0.0,2.0
y4_multicollinearity,OLS,0,0.6987952609824586,23.683537555593222,3.6900763338400626,4.866573492262623,,
y4_multicollinearity,Ridge,0,0.846335549873882,12.082538234265803,2.6712629475473775,3.4759945676404334,8.531678524172806,
y4_multicollinearity,Lasso,0,0.8653834383386296,10.58481484757192,2.587232925477682,3.253431242176776,0.4175318936560405,5.0
y4_multicollinearity,LARS,0,0.8880061553234938,8.806004962082747,2.420320230166309,2.9674913583838367,0.8861019568843289,3.0
y4_multicollinearity,OLS,1,0.9125925337552269,10.20448815551459,2.2145181853325613,3.1944464552586553,,
y4_multicollinearity,Ridge,1,0.922804234571621,9.012311050909597,2.298087798520216,3.0020511406219574,13.738237958832638,
y4_multicollinearity,Lasso,1,0.9446624691724764,6.460445567699498,1.953726714811694,2.5417406570497114,0.6210169418915616,4.0
y4_multicollinearity,LARS,1,0.939944503300665,7.011250080465018,2.0313258413395485,2.6478765228886747,4.0,4.0
y4_multicollinearity,OLS,2,0.9536932387619883,7.409854742172636,2.248949449462329,2.7221048367343674,,
y4_multicollinearity,Ridge,2,0.9274416768852654,11.610542828775378,2.7897446463574447,3.4074246622303153,13.738237958832638,
y4_multicollinearity,Lasso,2,0.9497081674244359,8.047532674271675,2.334435679680645,2.836817349473116,0.4175318936560405,5.0
y4_multicollinearity,LARS,2,0.9341493661388782,10.537200584660416,2.657725230512187,3.2461054487894283,3.0,3.0
y4_multicollinearity,OLS,3,0.8661703309928012,19.722922705349742,3.499936621266324,4.441049730114463,,
y4_multicollinearity,Ridge,3,0.8782349080435865,17.944925924736193,3.104141311877344,4.236145172764526,13.738237958832638,
y4_multicollinearity,Lasso,3,0.9162944118451002,12.335970472258458,2.6409618066976046,3.512260023440528,0.6210169418915616,5.0
y4_multicollinearity,LARS,3,0.9137862952404312,12.705599944533612,2.682705590101584,3.5644915408138664,3.0,3.0
y4_multicollinearity,OLS,4,0.8825428711251317,16.467242976992882,2.903255090734206,4.057985088315737,,
y4_multicollinearity,Ridge,4,0.9114357863383007,12.416516897728835,2.6520807893033136,3.523707833763866,8.531678524172806,
y4_multicollinearity,Lasso,4,0.9363718372535303,8.92053488930421,2.1975985390782378,2.9867264503640456,0.4175318936560405,6.0
y4_multicollinearity,LARS,4,0.9365759005983068,8.891925636606475,2.2211354663999505,2.9819332045849842,5.0,5.0
y4_multicollinearity,OLS,5,0.9041107056058322,15.730957667828674,3.2378160020756703,3.966227132657518,,
y4_multicollinearity,Ridge,5,0.9129503443897623,14.280785525177487,3.054256590022733,3.7789926601116184,8.531678524172806,
y4_multicollinearity,Lasso,5,0.9368728220158118,10.356223505792643,2.6352809518447344,3.2181086845836395,0.4175318936560405,4.0
y4_multicollinearity,LARS,5,0.93673965189048,10.378070507769754,2.634484512595893,3.22150128166508,0.39529300787085775,5.0
y4_multicollinearity,OLS,6,0.889732422170515,12.955557640410028,2.6588030461190257,3.59938295273093,,
y4_multicollinearity,Ridge,6,0.914989493445744,9.988053962763479,2.3903676706874033,3.1603882613950267,8.531678524172806,
y4_multicollinearity,Lasso,6,0.9397497692505662,7.078919775759975,2.1707099064907553,2.6606239448219613,0.6210169418915616,5.0
y4_multicollinearity,LARS,6,0.9491808202096852,5.970846788980005,1.9526158592325575,2.443531622259062,5.0,5.0
y4_multicollinearity,OLS,7,0.8761713709496809,15.604491081671279,3.0061289205837767,3.9502520276143493,,
y4_multicollinearity,Ridge,7,0.8987524482710659,12.758895338760368,2.665263671689191,3.5719595936628914,8.531678524172806,
y4_multicollinearity,Lasso,7,0.922737057902065,9.736430905820514,2.493685313250341,3.120325448702509,0.6210169418915616,5.0
y4_multicollinearity,LARS,7,0.9239098798527077,9.588635603477668,2.447953486223668,3.09655221229639,4.0,4.0
y4_multicollinearity,OLS,8,0.9115237909174407,14.642878863976648,3.118716437489621,3.8266014770258803,,
y4_multicollinearity,Ridge,8,0.9248831011011867,12.431903023631312,2.767487449663902,3.525890387353429,13.738237958832638,
y4_multicollinearity,Lasso,8,0.9464803475615601,8.85754256002239,2.3879418180855136,2.976162388046457,0.6210169418915616,3.0
y4_multicollinearity,LARS,8,0.9480064453763385,8.604972228765005,2.319565105402109,2.933423295190281,4.0,4.0
y4_multicollinearity,OLS,9,0.9079459037975927,13.261551410662227,3.0798454590418287,3.641641307249003,,
y4_multicollinearity,Ridge,9,0.9048004907078214,13.714687763291801,3.212932418033741,3.703334681512299,8.531678524172806,
y4_multicollinearity,Lasso,9,0.9184852099707637,11.743231678959056,3.0102807269185132,3.4268398968961264,0.4175318936560405,5.0
y4_multicollinearity,LARS,9,0.916539364747152,12.02355517932103,3.045977527761964,3.467499845612257,4.0,4.0
y4_multicollinearity,OLS,10,0.7841846401008953,20.531472681247287,3.4642776092368073,4.531166812339542,,
y4_multicollinearity,Ridge,10,0.8118169927862483,17.902684375618126,3.188363121262069,4.23115638751608,5.298316906283707,
y4_multicollinearity,Lasso,10,0.8708306367260978,12.28845460560395,2.873386890818203,3.505489210595855,0.4175318936560405,6.0
y4_multicollinearity,LARS,10,0.8859368998921952,10.851328769632607,2.845461978786703,3.2941355117287765,3.0,3.0
y4_multicollinearity,OLS,11,0.7937292612699215,23.75245920620362,4.318813960921146,4.87364947510627,,
y4_multicollinearity,Ridge,11,0.8806790897641064,13.740024737749522,3.124326226538653,3.706753935419712,8.531678524172806,
y4_multicollinearity,Lasso,11,0.8856533357018161,13.167231066458681,3.0651402063094912,3.628667946569193,0.28072162039411785,9.0
y4_multicollinearity,LARS,11,0.8844261939136315,13.308538725720163,3.0531377081417297,3.6480869953607415,3.0,3.0
y4_multicollinearity,OLS,12,0.8707065803987576,17.254562351944035,2.9225638771255205,4.153861137778204,,
y4_multicollinearity,Ridge,12,0.9097267367301163,12.047215199409104,2.536141918826701,3.4709098518125048,8.531678524172806,
y4_multicollinearity,Lasso,12,0.9509857843993249,6.541081841765667,1.7692015193274735,2.557553878565546,0.4175318936560405,6.0
y4_multicollinearity,LARS,12,0.9494591274738194,6.7448184061817225,1.9283238303614165,2.5970788217113707,3.0,3.0
y4_multicollinearity,OLS,13,0.8283267351630047,20.210046553556385,3.437135469300603,4.495558536328538,,
y4_multicollinearity,Ridge,13,0.8640936858962583,15.999421561457792,3.0803536588634355,3.9999276945287137,13.738237958832638,
y4_multicollinearity,Lasso,13,0.9226645614381437,9.104229566897606,2.461628231264856,3.0173215882463715,0.6210169418915616,4.0
y4_multicollinearity,LARS,13,0.9245732583489502,8.879530319401754,2.4299888962936964,2.9798540768637904,4.0,4.0
y4_multicollinearity,OLS,14,0.8553169371668561,17.0193806585304,3.2551842414405834,4.125455206220327,,
y4_multicollinearity,Ridge,14,0.867562626358984,15.57889383370261,3.2966385554961755,3.947010746590717,8.531678524172806,
y4_multicollinearity,Lasso,14,0.9123171601830729,10.314321516584394,2.664566651289311,3.2115917418913,0.4175318936560405,7.0
y4_multicollinearity,LARS,14,0.9058508177715232,11.074971317711997,2.77678645546508,3.3279079491043615,5.0,5.0
y4_multicollinearity,OLS,15,0.8324320933721103,17.07638427237153,3.155242604631541,4.132358197491056,,
y4_multicollinearity,Ridge,15,0.8627930203085831,13.982385751617121,2.996718413948623,3.7393028429932125,5.298316906283707,
y4_multicollinearity,Lasso,15,0.9167831121895426,8.480404051104179,2.391452847253533,2.9121133307452474,0.6210169418915616,5.0
y4_multicollinearity,LARS,15,0.9188910256538713,8.26559239024291,2.414739626197719,2.8749943287323037,4.0,4.0
y4_multicollinearity,OLS,16,0.871811671716956,16.392371059479697,3.3688680231625696,4.048749320404969,,
y4_multicollinearity,Ridge,16,0.8738794610171785,16.12794784766257,3.433537075633432,4.0159616342368825,8.531678524172806,
y4_multicollinearity,Lasso,16,0.9241090276865533,9.704728931949651,2.5295532435248553,3.11524139224389,0.28072162039411785,9.0
y4_multicollinearity,LARS,16,0.9218490850116168,9.993724189138092,2.649766570097641,3.1612852116090524,0.5272538038487807,6.0
y4_multicollinearity,OLS,17,0.907452959676381,12.877575589445692,2.859803713212612,3.588533905294151,,
y4_multicollinearity,Ridge,17,0.8910696169724753,15.157256639640183,3.2757860001716472,3.893232158456542,13.738237958832638,
y4_multicollinearity,Lasso,17,0.9118989815556855,12.258928222410866,2.8624888695726143,3.5012752280291912,0.6210169418915616,4.0
y4_multicollinearity,LARS,17,0.9001341975901138,13.895954044958792,3.0475644173920173,3.727727732139083,3.0,3.0
y4_multicollinearity,OLS,18,0.8816109860891911,15.236067723011445,3.060044490598363,3.9033405850644707,,
y4_multicollinearity,Ridge,18,0.8784237459852011,15.646249415296445,3.292809609374199,3.955534024034738,13.738237958832638,
y4_multicollinearity,Lasso,18,0.9078227698577268,11.862743632828431,2.79613262292953,3.4442333882634073,0.6210169418915616,4.0
y4_multicollinearity,LARS,18,0.9034275641217006,12.428384396599933,2.8626398609019374,3.525391382045394,3.0,3.0
y4_multicollinearity,OLS,19,0.9169396561174296,17.24233306882216,3.435929891160253,4.152388838827857,,
y4_multicollinearity,Ridge,19,0.9012134295331603,20.50690944795555,3.7412166998605723,4.528455525668277,13.738237958832638,
y4_multicollinearity,Lasso,19,0.9339057602694228,13.720372949290535,2.9803853754582943,3.7041021785704746,0.6210169418915616,3.0
y4_multicollinearity,LARS,19,0.9378785997691151,12.895659028294581,2.8939379645501417,3.5910526351328493,4.0,4.0
y4_multicollinearity,OLS,20,0.8282184417978687,19.25193150926231,3.2849917543427942,4.387702304083803,,
y4_multicollinearity,Ridge,20,0.877326040343694,13.748336515228504,2.9776931619482725,3.707874932522469,8.531678524172806,
y4_multicollinearity,Lasso,20,0.9063326084676191,10.497507563127236,2.481273449429178,3.2399857350190966,0.4175318936560405,4.0
y4_multicollinearity,LARS,20,0.9062957643055218,10.5016367682214,2.474255319035523,3.240622898181984,4.0,4.0
y4_multicollinearity,OLS,21,0.872794490989264,16.30444182504472,3.35090630699518,4.037875905107129,,
y4_multicollinearity,Ridge,21,0.8837418248719563,14.901278001262261,3.1433691926060683,3.8602173515570675,5.298316906283707,
y4_multicollinearity,Lasso,21,0.9120381893220937,11.274419136222143,2.880730562026146,3.3577401829537292,0.4175318936560405,5.0
y4_multicollinearity,LARS,21,0.9087260894574458,11.698944300123122,2.9970670487704907,3.420371953475692,4.0,4.0
y4_multicollinearity,OLS,22,0.9334992565549426,7.474073993105509,2.178547275234134,2.733875270217262,,
y4_multicollinearity,Ridge,22,0.9368616870119256,7.096167631007083,2.236912787491901,2.6638632906001547,13.738237958832638,
y4_multicollinearity,Lasso,22,0.9613795901039284,4.340580063526455,1.6606420163124878,2.083405880649869,0.6210169418915616,5.0
y4_multicollinearity,LARS,22,0.9602988002318532,4.462050938232733,1.6785913079328398,2.1123567260840987,4.0,4.0
y4_multicollinearity,OLS,23,0.87265118285705,15.114462039952835,2.9408619762081076,3.8877322490049178,,
y4_multicollinearity,Ridge,23,0.9036511262799328,11.435217280420446,2.638721999416502,3.3815998108026393,8.531678524172806,
y4_multicollinearity,Lasso,23,0.9219852451490755,9.259222639083637,2.385911986561372,3.042897079936099,0.6210169418915616,3.0
y4_multicollinearity,LARS,23,0.9255094635000444,8.840948911213584,2.313870896296751,2.973373321870899,4.0,4.0
y4_multicollinearity,OLS,24,0.8931545314349577,16.312807488747207,3.0458430118662836,4.03891167132276,,
y4_multicollinearity,Ridge,24,0.8842039614247952,17.679350473220655,3.3876469190555585,4.20468197052056,13.738237958832638,
y4_multicollinearity,Lasso,24,0.9358669799613459,9.791614222045007,2.4991751919086216,3.129155512601604,0.4175318936560405,5.0
y4_multicollinearity,LARS,24,0.9373507561392138,9.56507625584934,2.4745654301978193,3.092745747042479,5.0,5.0
